Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
1,89,Yes,5,5,64,excellent
7,86,Yes,6,9,81,excellent
2,85,Yes,7,2,64,review
6,95,No,5,6,82,review
2,96,No,5,7,74,review
2,58,No,5,4,32,review
8,90,No,5,4,83,review
2,93,No,8,3,68,review
7,98,No,6,9,90,excellent
3,65,No,5,4,44,review
8,56,Yes,9,9,51,excellent
7,93,Yes,7,7,86,review
,67,No,5,4,62,excellent
7,58,No,8,8,48,excellent
6,66,No,9,0,56,excellent
7,87,No,4,6,79,excellent
5,91,No,4,4,74,review
7,96,Yes,6,3,82,excellent
1,58,No,4,2,32,review
,72,No,5,9,46,review
9,90,No,8,6,88,review
5,46,Yes,6,1,35,excellent
5,68,Yes,,4,56,review
3,94,Yes,5,1,74,excellent
5,82,Yes,4,6,67,review
3,44,No,7,5,23,excellent
9,69,Yes,5,9,67,excellent
9,88,Yes,7,6,86,review
6,82,Yes,9,8,70,review
1,95,Yes,7,1,68,excellent
7,97,Yes,9,8,91,review
7,47,No,6,6,42,excellent
4,81,Yes,8,1,62,excellent
8,51,Yes,4,9,44,review
6,81,Yes,4,1,67,review
4,52,No,5,3,35,review
4,65,No,4,1,46,review
2,57,No,6,0,31,review
2,81,No,4,5,59,review
4,90,No,5,9,71,review
5,91,No,,4,74,review
8,88,No,,2,80,excellent
6,59,No,9,0,49,excellent
4,55,Yes,7,8,39,excellent
7,76,Yes,7,7,67,review
8,42,No,9,5,38,review
2,66,Yes,7,5,47,excellent
7,54,No,8,3,41,excellent
2,97,Yes,6,1,75,review
2,73,Yes,5,3,53,review
8,84,No,8,1,81,excellent
2,61,Yes,5,6,37,excellent
9,79,No,6,8,77,review
1,62,No,8,1,36,excellent
9,98,Yes,4,8,95,excellent
,88,No,6,8,65,excellent
2,43,Yes,7,7,18,excellent
,90,Yes,,0,80,review
6,93,No,6,4,81,excellent
1,96,No,6,9,73,excellent
7,80,No,8,3,74,excellent
8,62,No,7,6,57,excellent
2,86,No,9,7,64,excellent
8,99,Yes,7,9,97,review
9,48,No,6,7,42,review
6,63,Yes,5,1,48,excellent
,60,No,9,2,46,review
9,80,Yes,,9,79,review
9,85,Yes,6,9,83,review
1,94,Yes,,6,70,excellent
3,92,Yes,8,3,73,review
9,55,Yes,8,5,56,excellent
2,95,No,7,7,71,review
4,94,Yes,4,7,76,review
4,64,No,8,6,49,review
2,65,Yes,8,1,43,review
3,88,No,9,1,67,excellent
3,84,Yes,5,2,63,excellent
1,48,Yes,5,3,18,excellent
6,54,No,,0,43,review
8,78,No,6,4,72,excellent
3,72,Yes,,6,57,review
5,40,Yes,8,9,25,review
1,44,No,5,4,15,excellent
7,95,Yes,,6,88,excellent
1,48,Yes,5,4,24,review
9,83,No,8,9,81,review
,45,Yes,9,7,40,excellent
7,67,Yes,8,6,60,review
,84,No,6,0,73,excellent
5,65,Yes,8,0,52,excellent
5,67,No,8,4,53,excellent
5,79,No,5,1,65,review
1,54,Yes,4,8,30,excellent
8,45,Yes,7,1,39,review
1,66,No,6,8,43,review
4,77,No,4,9,59,excellent
9,43,Yes,9,1,38,review
,50,No,6,3,44,review
5,60,Yes,4,2,44,excellent
4,69,No,8,5,53,excellent
3,57,No,6,3,37,review
3,74,No,4,8,52,review
5,42,Yes,7,8,30,review
,51,No,8,9,22,review
5,66,No,,8,51,excellent
6,92,No,,2,82,excellent
7,69,No,9,2,63,excellent
9,60,Yes,6,3,58,review
3,77,No,4,8,58,review
2,60,Yes,6,5,38,review
3,99,No,8,8,80,review
9,77,No,5,7,70,review
7,79,Yes,9,6,72,review
9,54,Yes,,4,48,review
2,57,No,7,8,36,excellent
5,91,No,6,3,73,excellent
4,68,No,8,3,51,excellent
,87,Yes,6,7,63,review
9,77,No,7,3,74,excellent
9,99,Yes,8,6,98,excellent
6,60,No,7,3,45,review
6,56,Yes,8,0,45,excellent
8,80,Yes,5,9,74,excellent
6,90,Yes,9,8,81,excellent
1,57,No,8,3,30,review
4,96,No,7,2,77,review
7,94,Yes,4,2,86,excellent
2,76,Yes,9,8,58,review
9,99,Yes,5,7,99,excellent
8,77,No,6,9,69,excellent
8,51,No,5,6,47,review
7,50,No,5,6,42,excellent
4,87,Yes,6,3,73,excellent
2,91,No,,2,71,review
3,88,No,5,3,68,review
6,59,No,9,5,47,excellent
,48,Yes,,3,31,excellent
,40,No,4,3,31,review
6,97,No,9,1,86,review
6,42,No,4,6,27,excellent
,60,No,9,5,32,excellent
4,62,No,7,1,41,review
5,48,Yes,6,4,33,excellent
3,93,Yes,9,5,75,review
9,58,Yes,9,4,57,review
,84,Yes,8,3,59,excellent
6,94,No,8,8,87,review
6,85,No,7,2,72,excellent
5,91,Yes,8,1,78,review
5,58,Yes,8,8,46,excellent
5,62,Yes,4,7,47,review
6,66,No,8,8,58,review
8,66,No,8,9,63,excellent
2,78,No,7,2,56,review
6,75,Yes,7,0,62,excellent
1,51,Yes,5,0,23,excellent
4,94,Yes,8,2,73,excellent
3,66,No,8,3,46,excellent
9,85,No,9,1,80,excellent
3,73,Yes,8,7,59,excellent
6,72,Yes,4,2,60,excellent
1,67,No,9,3,41,excellent
6,70,No,8,5,61,review
4,71,Yes,4,9,51,excellent
8,89,Yes,,5,82,review
9,59,No,9,1,55,review
,79,Yes,6,5,64,review
6,74,Yes,8,3,61,excellent
1,70,No,9,4,44,excellent
4,97,Yes,7,6,81,excellent
7,70,No,9,6,64,review
1,77,Yes,7,5,53,review
8,61,No,8,9,55,excellent
6,84,Yes,4,5,72,review
5,80,Yes,7,5,65,review
9,48,Yes,9,3,44,review
2,91,No,9,2,70,excellent
,48,Yes,7,0,34,review
6,54,Yes,5,2,41,review
,52,No,5,2,43,excellent
5,61,Yes,5,8,48,review
9,55,No,7,2,46,excellent
1,71,No,7,7,47,review
7,41,No,9,7,37,review
7,65,Yes,8,2,56,excellent
4,53,No,8,9,40,excellent
,98,Yes,4,9,96,excellent
5,77,No,7,5,63,excellent
4,73,Yes,8,7,58,review
7,47,No,8,7,36,review
4,75,No,5,9,61,review
3,60,Yes,5,9,39,excellent
,95,No,5,8,90,excellent
8,85,Yes,6,8,79,excellent
1,82,No,8,7,58,review
7,95,Yes,5,6,89,excellent
,67,No,5,9,64,excellent
8,85,No,7,2,78,excellent
8,83,Yes,9,6,79,excellent
6,87,No,5,3,72,excellent
4,45,Yes,,1,26,review
,59,Yes,4,7,52,review
3,70,No,5,1,49,review
9,72,No,9,0,66,review
2,83,No,,4,59,review
2,46,Yes,9,9,28,review
,47,Yes,5,8,39,review
4,48,No,4,4,31,excellent
8,41,Yes,5,1,33,excellent
9,56,No,7,9,57,excellent
7,91,No,4,3,83,review
5,84,No,4,7,69,review
8,76,Yes,4,6,71,review
4,81,Yes,6,4,62,excellent
2,83,No,7,3,58,excellent
6,56,Yes,6,4,46,review
9,92,No,,6,93,excellent
1,77,No,4,4,48,review
,74,Yes,6,7,68,excellent
9,99,No,5,6,97,review
9,86,No,6,6,82,review
3,78,No,8,8,57,excellent
5,69,No,9,7,55,excellent
8,45,No,4,7,37,excellent
8,43,Yes,4,5,35,excellent
4,90,Yes,9,6,72,review
1,76,No,9,7,51,review
1,74,Yes,7,4,50,excellent
4,97,No,5,9,82,excellent
6,96,No,9,1,84,excellent
8,48,No,,6,46,review
6,45,No,,9,34,excellent
9,52,Yes,9,2,55,review
9,98,Yes,6,9,95,excellent
2,61,No,8,7,40,excellent
1,67,Yes,8,5,42,excellent
,69,No,8,3,45,review
5,91,Yes,9,1,80,review
4,75,No,8,6,60,review
4,41,No,5,0,21,excellent
,97,No,6,6,95,review
8,75,Yes,8,9,72,excellent
6,47,Yes,4,9,35,excellent
,84,No,9,6,58,excellent
2,81,Yes,6,9,59,excellent
6,89,Yes,5,2,77,excellent
2,48,Yes,8,3,23,excellent
5,40,Yes,5,3,26,review
5,52,Yes,9,3,39,excellent
6,89,Yes,8,8,79,excellent
6,54,Yes,4,5,39,review
6,71,Yes,6,9,61,excellent
2,73,Yes,4,8,47,excellent
,82,Yes,8,3,63,excellent
6,70,Yes,7,6,61,review
8,53,Yes,6,9,51,excellent
1,93,Yes,5,8,68,review
1,86,No,8,9,66,excellent
2,53,No,4,2,29,review
6,87,Yes,9,2,78,excellent
9,94,Yes,,5,94,review
4,68,Yes,9,7,56,review
3,86,No,8,0,68,review
8,58,No,5,3,50,review
9,66,Yes,4,7,62,excellent
5,48,Yes,6,5,31,excellent
9,76,Yes,7,1,73,review
2,76,Yes,8,7,57,review
3,82,Yes,8,0,60,review
7,67,No,8,0,56,excellent
7,91,Yes,8,6,88,review
6,96,No,4,9,84,review
6,63,Yes,6,2,48,review
2,67,Yes,5,7,41,review
6,75,No,7,8,65,review
4,91,No,8,7,74,review
3,57,Yes,9,0,38,excellent
2,64,No,8,0,40,excellent
1,74,Yes,6,5,49,review
5,43,No,,0,30,excellent
2,53,No,4,7,29,review
2,78,Yes,4,5,57,excellent
7,65,Yes,9,4,58,review
8,47,No,9,5,40,excellent
8,63,Yes,4,3,60,excellent
4,55,No,7,0,41,review
1,59,No,9,6,34,excellent
7,54,Yes,4,9,46,review
1,46,No,8,8,24,excellent
4,97,Yes,4,3,79,review
8,56,Yes,7,3,52,review
2,61,No,4,8,36,excellent
6,61,Yes,4,3,52,review
6,93,No,,9,84,review
9,51,No,9,3,50,review
5,57,Yes,8,7,47,excellent
,95,Yes,8,3,81,review
5,85,No,4,8,70,review
5,86,Yes,8,7,77,excellent
8,54,No,6,4,49,review
8,76,No,5,8,70,review
,55,No,5,7,28,review
,44,No,8,9,36,review
8,41,No,9,3,34,review
6,91,Yes,7,3,80,excellent
5,67,No,8,0,51,review
9,96,No,9,3,95,review
3,80,No,8,7,60,review
4,93,No,4,4,78,review
9,66,No,,5,65,excellent
6,70,No,7,3,57,review
8,80,Yes,8,4,75,review
,75,Yes,,9,69,review
2,86,No,9,7,62,excellent
3,82,No,5,8,63,review
1,40,No,9,2,11,review
9,89,Yes,6,9,91,excellent
7,68,No,6,3,58,review
1,40,No,6,0,15,excellent
3,47,No,7,4,24,excellent
4,96,No,7,3,80,review
4,55,No,9,5,36,excellent
5,97,No,7,5,83,excellent
3,67,Yes,5,9,49,excellent
3,61,No,4,5,41,excellent
1,57,No,9,2,33,review
7,61,No,8,6,52,review
1,80,No,8,2,52,excellent
2,51,No,9,5,31,review
4,58,No,4,9,38,excellent
4,64,No,8,0,45,review
5,89,No,9,7,79,excellent
2,98,No,9,6,78,review
4,44,Yes,6,8,24,review
1,98,Yes,5,2,72,excellent
2,73,Yes,8,7,52,review
1,78,No,5,1,50,review
4,98,Yes,,8,83,review
4,49,Yes,4,0,32,excellent
7,86,Yes,9,9,84,excellent
9,96,Yes,8,6,95,review
9,46,No,5,9,43,review
,99,Yes,6,0,82,review
1,76,Yes,6,5,54,excellent
,86,No,9,0,59,review
6,91,Yes,,3,78,review
2,99,No,7,6,79,review
8,91,Yes,8,1,87,excellent
9,54,Yes,9,2,53,excellent
4,81,Yes,6,3,65,excellent
,63,No,6,5,48,review
8,65,Yes,4,8,61,excellent
3,65,Yes,6,3,41,excellent
5,85,No,8,5,75,review
3,65,Yes,4,6,44,review
3,97,Yes,5,3,79,review
3,49,Yes,4,5,29,excellent
7,56,Yes,8,2,44,excellent
7,92,Yes,8,4,85,excellent
7,53,No,5,9,40,review
8,41,No,9,3,36,review
5,87,No,4,6,72,excellent
5,52,Yes,8,5,36,review
4,66,Yes,8,6,51,excellent
,48,Yes,5,5,38,excellent
4,46,Yes,7,1,28,review
2,87,Yes,4,6,59,review
4,49,No,8,7,30,excellent
8,95,No,6,6,88,review
,93,No,5,3,87,excellent
3,48,Yes,7,3,27,review
7,61,No,7,4,51,excellent
9,62,No,,8,59,excellent
4,46,No,7,4,23,excellent
,87,No,8,1,71,review
5,48,Yes,7,4,33,excellent
,66,Yes,4,2,38,review
3,63,No,6,9,45,review
8,68,No,8,7,67,review
8,56,No,5,9,49,review
4,59,No,6,9,44,review
2,46,No,9,1,22,review
8,82,No,8,3,79,excellent
8,79,No,6,4,74,excellent
4,46,No,7,3,26,review
3,67,No,9,4,49,excellent
,58,Yes,5,9,33,review
9,59,No,5,3,53,review
1,83,Yes,4,2,53,excellent
7,78,Yes,7,0,69,review
5,79,No,4,3,65,excellent
8,46,No,4,8,37,review
,45,Yes,7,0,28,review
7,64,Yes,8,6,56,review
5,80,No,9,2,64,excellent
5,98,Yes,4,7,83,excellent
,52,No,6,5,50,excellent
9,78,No,9,0,77,excellent
9,79,Yes,8,9,79,review
6,61,No,7,4,49,excellent
,88,Yes,5,7,77,review
5,56,No,8,2,40,review
9,87,No,4,3,83,excellent
8,61,Yes,6,6,53,review
7,73,Yes,9,5,66,review
7,47,No,7,6,42,excellent
6,88,No,5,8,76,excellent
5,84,Yes,9,8,75,excellent
4,57,No,6,1,40,review
3,63,Yes,5,2,45,review
3,99,Yes,7,3,73,excellent
6,93,Yes,9,5,84,excellent
4,99,No,8,4,84,excellent
6,81,Yes,4,5,71,excellent
3,41,No,7,7,23,excellent
4,41,Yes,6,1,24,review
9,66,No,8,5,64,excellent
5,53,No,9,8,38,excellent
7,87,Yes,5,4,74,excellent
2,78,Yes,8,0,58,review
5,92,Yes,,7,78,excellent
9,92,No,6,3,88,excellent
3,95,No,4,7,76,excellent
9,51,No,8,3,48,excellent
6,71,Yes,8,7,59,review
4,67,Yes,4,8,46,review
7,94,Yes,4,4,84,review
8,67,Yes,5,4,61,review
6,85,Yes,9,1,76,excellent
5,64,No,5,8,49,review
6,43,Yes,4,3,30,excellent
5,65,No,7,2,47,review
8,75,Yes,4,1,70,review
1,89,Yes,,2,69,review
,42,Yes,6,3,35,excellent
2,40,Yes,,8,20,review
9,56,Yes,9,5,55,review
1,46,No,8,9,19,excellent
6,87,Yes,6,4,74,excellent
9,44,No,5,8,42,excellent
1,58,No,6,7,34,review
4,78,No,7,5,59,review
4,85,No,4,2,67,excellent
9,73,Yes,4,6,70,excellent
5,74,Yes,5,9,61,excellent
5,88,Yes,8,5,76,review
6,55,Yes,4,7,44,review
1,79,Yes,6,5,50,review
1,89,No,7,9,68,excellent
9,86,Yes,8,3,87,review
3,78,Yes,8,9,60,excellent
4,66,No,,6,47,review
1,80,Yes,4,6,55,excellent
9,77,Yes,9,7,73,review
8,89,No,8,1,87,excellent
2,89,Yes,5,5,66,review
8,64,No,6,2,56,excellent
,65,No,9,7,59,excellent
6,95,Yes,7,3,83,review
1,53,No,6,3,26,excellent
7,53,Yes,5,1,41,excellent
,53,Yes,5,5,45,excellent
9,64,Yes,9,5,63,excellent
,75,No,6,0,50,excellent
2,43,No,4,7,15,review
9,86,No,5,2,79,review
9,54,No,8,0,49,excellent
,71,No,7,9,63,review
6,57,No,7,0,42,review
4,53,No,5,0,32,excellent
4,97,No,8,4,84,review
5,40,No,6,4,26,excellent
3,81,No,7,0,62,excellent
1,59,No,8,4,33,excellent
1,49,Yes,8,6,28,review
7,49,No,4,4,36,review
1,98,Yes,5,8,73,review
1,63,Yes,,3,37,review
3,73,Yes,,8,53,review
,67,Yes,7,7,48,review
,66,No,4,0,48,excellent
2,79,Yes,6,3,54,excellent
1,40,Yes,7,6,12,excellent
3,72,Yes,5,0,46,excellent
4,43,No,6,7,24,review
3,46,Yes,7,1,26,excellent
8,48,Yes,4,7,42,excellent
1,55,No,7,3,28,review
,44,No,8,7,20,excellent
7,73,No,4,0,61,review
4,99,No,6,4,80,review
,62,No,,8,62,excellent
3,82,No,5,6,59,excellent
6,89,No,4,2,74,excellent
9,64,No,4,3,59,excellent
1,96,No,4,9,68,excellent
1,90,Yes,7,6,66,excellent
8,52,No,8,5,43,review
,63,Yes,9,3,44,excellent
5,50,Yes,5,2,34,review
1,91,No,5,1,62,review
5,90,No,8,9,77,review
,56,No,7,8,44,excellent
8,76,No,7,2,69,excellent
3,52,Yes,8,6,35,excellent
3,66,Yes,8,0,50,review
9,59,No,6,7,50,excellent
4,72,Yes,7,0,54,review
4,81,No,4,1,59,review
7,71,Yes,5,0,60,excellent
2,47,Yes,7,3,25,review
8,95,No,8,1,94,excellent
6,68,No,4,0,53,review
3,79,Yes,6,0,59,review
9,58,No,9,1,53,excellent
5,45,Yes,6,5,29,review
8,83,No,4,1,73,review
7,99,No,4,1,87,review
8,78,No,8,7,72,excellent
7,87,No,9,4,82,excellent
3,80,No,8,7,60,excellent
2,60,No,5,7,38,excellent
7,96,No,9,1,89,excellent
3,61,Yes,9,6,45,excellent
3,81,No,5,8,57,excellent
2,49,Yes,6,7,27,excellent
4,49,No,4,8,31,review
8,91,Yes,6,7,86,excellent
,68,No,8,3,45,review
1,55,No,7,9,30,review
5,40,Yes,8,6,28,excellent
5,56,No,7,8,43,review
1,69,No,4,8,43,excellent
6,65,No,4,3,52,excellent
1,92,No,9,6,68,review
5,85,No,,5,73,excellent
9,58,Yes,5,2,56,excellent
5,92,No,5,9,78,review
6,60,Yes,7,5,49,excellent
8,56,Yes,6,7,52,excellent
1,85,Yes,9,1,62,review
2,79,Yes,6,2,59,review
9,60,Yes,7,7,60,review
3,92,Yes,5,3,71,review
6,80,Yes,8,3,68,review
5,79,Yes,9,1,68,excellent
2,84,No,7,9,63,review
7,88,Yes,6,0,77,excellent
4,58,No,7,6,43,review
,99,Yes,7,3,77,review
4,46,Yes,4,5,28,excellent
6,56,No,5,7,47,excellent
7,40,Yes,9,6,34,excellent
7,76,No,4,6,64,review
7,96,Yes,,5,88,excellent
3,45,No,7,3,21,review
6,65,No,5,3,53,review
8,41,Yes,6,8,34,review
4,98,Yes,9,4,83,excellent
8,71,Yes,4,8,67,review
2,96,Yes,,8,75,excellent
9,87,No,7,3,88,excellent
9,93,No,6,1,87,excellent
8,44,No,5,1,32,review
1,76,No,5,8,50,review
2,70,No,6,8,50,review
,51,No,5,2,38,review
,74,No,4,4,57,excellent
9,69,Yes,8,4,64,excellent
,87,Yes,5,1,71,excellent
2,45,Yes,7,1,19,excellent
4,54,Yes,5,9,38,excellent
9,54,Yes,9,0,52,review
1,55,Yes,7,1,27,excellent
1,59,Yes,5,6,32,review
7,52,Yes,5,0,45,excellent
3,83,No,7,0,61,excellent
2,81,Yes,4,8,57,excellent
9,85,Yes,8,1,83,review
3,70,Yes,8,3,48,excellent
2,73,No,4,2,50,excellent
8,68,Yes,5,3,61,excellent
,42,No,8,6,29,excellent
6,48,No,4,9,37,review
7,50,Yes,4,1,39,review
7,50,No,8,1,39,excellent
6,64,Yes,7,8,54,excellent
4,61,Yes,6,5,46,excellent
,81,Yes,7,6,78,review
6,97,No,5,4,83,review
,85,Yes,7,4,64,review
3,48,Yes,9,3,26,review
4,59,Yes,6,7,41,review
3,98,No,,6,76,review
2,60,No,4,9,35,excellent
,49,No,9,1,39,excellent
2,61,No,5,1,39,review
,68,Yes,4,5,54,excellent
3,48,Yes,7,0,28,excellent
6,44,No,7,6,30,review
9,79,Yes,8,7,81,excellent
1,50,No,4,9,24,excellent
6,40,Yes,9,7,32,review
9,92,Yes,4,2,87,review
4,81,No,4,6,66,review
2,40,No,4,0,13,excellent
4,97,Yes,6,2,76,review
1,93,No,8,5,68,review
3,78,Yes,5,8,57,excellent
9,99,Yes,5,4,98,review
5,85,Yes,5,4,69,excellent
6,44,Yes,6,8,34,review
3,88,No,8,8,68,excellent
5,61,Yes,9,5,47,review
8,65,Yes,8,4,60,review
6,92,Yes,6,9,83,review
4,45,No,9,1,25,excellent
2,71,Yes,4,7,50,review
,87,No,7,7,87,excellent
1,50,No,4,6,22,excellent
1,49,No,5,7,22,excellent
4,86,No,4,2,62,review
7,78,No,6,2,72,excellent
1,94,No,5,1,66,excellent
9,73,No,7,0,71,review
,70,Yes,9,2,53,excellent
3,51,Yes,9,2,32,excellent
1,90,No,5,6,65,excellent
4,83,No,4,9,65,review
9,55,No,8,8,50,excellent
6,77,Yes,8,0,66,review
6,42,No,9,7,29,review
1,41,Yes,8,0,13,review
2,91,Yes,5,2,66,review
6,44,No,8,3,32,excellent
2,50,Yes,6,7,26,excellent
3,97,No,9,0,75,review
,64,No,7,1,46,review
5,74,No,8,4,62,review
9,74,Yes,6,5,69,excellent
4,61,No,6,4,43,excellent
,76,Yes,5,2,74,review
3,61,No,9,9,43,excellent
8,94,No,5,6,86,review
1,50,No,7,0,24,excellent
9,71,No,7,1,67,excellent
9,74,No,4,8,71,review
2,70,Yes,7,3,48,excellent
4,84,No,9,7,64,review
8,92,No,9,8,88,review
7,47,No,,6,39,excellent
1,59,Yes,6,0,35,excellent
5,81,No,4,4,67,review
7,73,No,7,5,65,excellent
4,43,No,6,7,27,excellent
1,57,No,5,9,32,review
9,90,Yes,8,7,89,review
5,43,No,4,8,30,excellent
2,59,Yes,9,8,37,excellent
8,97,Yes,6,3,91,review
2,48,Yes,5,5,26,excellent
3,55,Yes,5,2,32,excellent
1,65,No,4,0,34,review
2,77,No,4,5,51,excellent
7,64,Yes,,0,56,review
2,43,Yes,7,8,26,review
6,80,Yes,9,5,73,excellent
3,98,No,,0,80,excellent
4,84,Yes,4,2,69,review
8,80,Yes,4,0,73,excellent
3,77,Yes,6,1,55,excellent
6,92,Yes,7,5,82,review
1,58,Yes,5,6,32,review
7,53,No,7,0,41,excellent
8,60,Yes,7,9,55,excellent
8,54,No,4,4,43,review
3,42,No,4,5,20,review
1,76,No,7,3,50,review
9,92,No,8,5,90,review
6,89,No,8,4,82,excellent
9,85,Yes,9,6,85,review
7,55,No,7,3,49,review
1,53,No,8,0,24,excellent
1,48,Yes,,1,25,review
6,86,No,9,5,76,review
5,46,Yes,7,9,33,excellent
9,53,Yes,9,1,48,excellent
2,45,Yes,4,4,21,excellent
8,60,Yes,4,3,58,review
5,54,Yes,4,6,40,review
2,91,No,5,3,67,excellent
6,47,Yes,4,6,35,excellent
8,73,Yes,4,7,68,review
4,79,No,7,6,66,review
,40,No,8,1,16,excellent
5,71,No,8,0,57,review
2,97,No,4,4,73,review
2,88,Yes,,6,64,review
6,90,No,,0,77,excellent
9,44,Yes,9,7,46,excellent
4,69,No,7,2,50,excellent
6,61,No,7,6,50,review
7,59,No,7,2,51,review
6,55,No,8,3,43,review
8,46,No,5,7,40,excellent
,46,Yes,8,1,30,excellent
1,89,Yes,,5,63,excellent
7,89,Yes,6,9,82,review
3,41,No,5,8,20,excellent
6,86,Yes,4,9,73,excellent
2,53,No,9,8,32,review
9,70,No,8,4,67,review
1,89,Yes,9,2,69,excellent
,80,Yes,5,5,67,excellent
6,53,No,6,8,44,review
5,44,No,5,5,29,excellent
,50,Yes,8,3,38,excellent
1,79,No,7,4,52,review
5,44,Yes,4,6,25,review
2,68,Yes,7,9,46,review
7,50,No,7,2,42,review
3,44,No,8,8,24,review
4,88,No,7,0,70,review
3,93,No,7,7,78,excellent
3,71,Yes,8,4,51,excellent
4,75,No,8,9,61,excellent
5,54,Yes,6,8,38,review
1,58,Yes,7,1,34,review
4,61,No,5,0,42,review
8,73,Yes,4,9,68,excellent
7,95,No,9,6,87,review
9,56,No,,9,53,review
5,51,Yes,8,8,39,excellent
,64,Yes,9,4,45,excellent
8,95,Yes,8,3,89,excellent
9,56,No,6,3,53,review
7,49,No,7,7,39,review
7,67,Yes,8,0,59,excellent
5,96,No,8,0,81,excellent
4,57,No,4,7,40,review
1,90,Yes,7,1,64,review
,57,No,6,9,53,excellent
,84,Yes,8,5,56,excellent
1,71,Yes,8,1,44,excellent
5,53,Yes,8,4,41,excellent
9,95,No,4,2,91,excellent
6,55,Yes,8,6,46,review
,89,Yes,8,8,65,review
3,97,Yes,4,1,76,excellent
7,57,Yes,8,6,50,review
,55,No,,7,45,excellent
9,56,Yes,7,9,55,excellent
6,46,No,4,7,33,excellent
5,51,Yes,7,6,37,excellent
7,73,No,9,3,63,review
1,49,No,9,3,24,review
7,44,No,9,9,37,review
3,60,No,6,8,39,excellent
9,42,Yes,8,9,41,review
6,58,Yes,6,8,46,excellent
9,84,No,7,4,78,excellent
5,83,No,4,6,69,excellent
7,74,No,9,6,71,review
4,45,Yes,4,8,28,review
7,53,No,6,6,45,review
1,43,No,7,7,20,review
7,84,Yes,8,6,81,review
,90,Yes,7,3,85,review
,57,Yes,9,1,42,excellent
2,68,Yes,7,2,46,review
5,74,Yes,,6,60,review
6,91,Yes,5,8,82,excellent
2,77,No,9,1,55,excellent
6,55,No,8,6,44,excellent
,59,Yes,9,3,47,review
1,63,No,9,6,41,excellent
1,74,Yes,8,4,48,excellent
3,83,No,9,6,62,excellent
3,90,Yes,4,5,64,review
4,58,Yes,7,1,40,excellent
2,95,No,4,6,70,review
9,43,No,7,4,39,excellent
7,72,Yes,5,8,63,review
7,41,Yes,9,0,32,excellent
6,52,Yes,5,0,37,excellent
3,97,Yes,6,1,75,review
6,84,Yes,7,7,72,excellent
8,69,Yes,4,8,63,review
8,73,No,4,6,64,review
,69,No,9,0,69,review
1,90,No,4,6,63,excellent
1,93,No,6,7,65,review
3,63,No,8,6,44,excellent
3,87,Yes,4,4,65,excellent
8,83,Yes,9,6,81,excellent
1,72,No,5,9,45,excellent
,80,Yes,4,1,59,review
2,88,No,4,8,67,review
3,49,No,4,1,34,review
6,57,Yes,9,1,46,excellent
1,58,Yes,8,4,35,review
2,46,No,4,7,22,review
1,96,No,8,5,72,excellent
5,58,No,8,8,47,review
7,63,No,6,5,55,excellent
,54,Yes,5,4,47,review
,80,No,4,0,55,review
7,81,Yes,4,7,74,review
5,62,No,4,2,49,review
1,91,No,8,1,68,excellent
3,91,Yes,7,6,72,review
7,43,Yes,5,1,32,review
1,77,Yes,9,0,51,excellent
7,43,Yes,4,1,34,excellent
5,44,Yes,7,5,33,excellent
1,80,No,7,1,56,excellent
1,83,No,7,0,54,excellent
1,62,No,5,0,33,review
9,79,Yes,7,3,78,excellent
3,92,Yes,9,7,77,excellent
5,76,Yes,4,5,62,review
9,50,No,9,3,51,review
,94,Yes,4,5,78,review
,50,No,6,5,46,review
8,52,No,8,8,50,review
8,53,No,7,3,47,review
1,99,Yes,9,5,74,excellent
9,47,No,8,9,47,excellent
6,64,No,8,0,52,excellent
9,57,No,8,6,54,excellent
3,90,Yes,8,6,69,review
3,83,No,8,0,64,excellent
6,83,Yes,4,7,69,excellent
9,57,Yes,5,4,58,review
7,49,No,7,8,37,review
3,46,No,7,7,26,review
3,99,Yes,4,2,80,review
2,89,No,9,0,64,review
9,83,Yes,4,2,78,review
3,53,Yes,,1,35,review
5,54,Yes,5,1,36,review
9,55,No,7,3,55,excellent
8,41,Yes,9,1,36,review
2,69,Yes,6,7,46,review
3,69,No,4,4,51,excellent
2,57,No,6,0,30,excellent
8,70,Yes,7,5,68,review
6,83,Yes,4,6,69,excellent
6,87,Yes,7,0,78,review
9,52,No,4,2,51,review
8,59,Yes,9,8,55,review
4,88,Yes,7,6,72,excellent
4,89,No,6,3,71,review
9,74,No,5,5,69,excellent
1,62,Yes,9,5,38,review
2,81,No,9,2,61,excellent
2,72,Yes,4,1,49,review
6,77,Yes,6,4,67,review
4,74,No,7,7,56,excellent
3,90,Yes,6,2,68,excellent
3,75,Yes,,4,60,review
,59,No,4,2,34,excellent
6,94,Yes,6,6,83,excellent
8,42,No,7,5,37,review
7,47,Yes,8,5,42,excellent
4,79,No,9,0,62,excellent
4,98,No,5,1,80,review
2,71,No,5,5,46,review
1,68,No,9,7,47,excellent
9,46,No,8,4,46,review
,41,No,4,1,13,review
8,60,Yes,6,4,55,review
9,45,Yes,6,8,42,excellent
,67,No,8,5,51,review
8,87,Yes,8,4,81,excellent
9,81,No,7,9,75,review
5,75,No,7,5,59,review
7,71,Yes,5,8,62,excellent
4,84,No,4,6,65,excellent
1,81,Yes,4,9,51,review
3,92,No,,2,73,review
5,85,No,5,9,68,review
